w0,w1
0.643852232019483,0.1974768075966652
0.6562613398454935,0.17265859194464434
1.4119750340714305,0.17265859194464434
1.62921705398658,0.17265859194464434
1.6874311953569427,0.19594424849278946
1.7597473013951945,0.15978619547366357
2.109987992737423,-0.5406951872107942
2.1563897052280807,-0.5406951872107942
2.2888492651687287,0.5057353363203229
2.7111484345356716,1.2658738411808201
3.286151021206108,1.4958748758489946
3.442073667046468,1.6829820508574271
3.503637778408367,1.6521999951764776
3.584989802373118,1.489495947246976
3.964783154237524,1.299599271314773
4.118697029275524,1.4842959213603741
4.162952372478254,1.4842959213603741
4.817658505897394,1.4842959213603741
5.092283802149688,1.8138462768631274
5.381518636682126,1.6692288595969083
5.779767625273304,1.8285284550333794
5.862710598756886,2.483777945553678
5.8633383444062925,2.4887371361839947
5.976927162933924,2.6250437184171522
5.9714269460384255,2.6151433280052543
6.040686454615696,2.6151433280052543
6.119242782882549,2.575865163871828
6.510746927273474,2.066909776163625
6.955381969679278,2.066909776163625
7.234606842657792,2.1785997253550304
7.406237587198425,2.4875350655281694
7.471467160905034,3.0028486978103763
7.854634498003542,3.0028486978103763
7.9906607289977405,3.247695913599933
8.157229778467093,3.247695913599933
8.224472230677076,3.328386856251913
8.558516993677939,3.328386856251913
8.581297658918627,3.3169965236315693
8.66676600498579,3.2742623505979878
8.735327376314979,3.356535996193014
8.81517489232253,3.3166122381892382
8.657781214617557,3.521224019205702
8.912864786041977,3.521224019205702
9.02961579001614,3.521224019205702
9.06332346931314,3.787514685652007
9.289594829156192,3.334971965965904
9.131987538789165,3.2719290498190934
9.20042862942521,3.135046868547005
9.3469630112168,4.29266848470057
9.2445734419019,4.108367259933751
9.150876747021837,3.9397132091496356
9.23191454036996,3.7776376224533883
9.411883951673955,3.5436773877581946
9.493268993583865,3.3809073039383764
9.711892001256288,2.9436612885935283
9.778430257346749,3.023507195902081
9.68717452616595,2.859246879776644
9.708548292590292,2.859246879776644
9.750296626725945,2.859246879776644
9.811338726577427,2.7798921499697182
9.976911872891378,4.0879200058499405
9.99490654529628,4.07892266964749
