error,current_epoch,gen_error
814.8037781199764,1,0
814.6996866420885,2,0
783.2508886057376,3,0
776.771305144591,4,0
772.9013508869041,5,0
768.4443650572055,6,0
769.3449415558637,7,0
761.8492863343542,8,0
744.0064439230334,9,0
743.7578868232648,10,0
741.741825581169,11,0
738.4878953587761,12,0
716.5497702148177,13,0
715.6214259708543,14,0
683.8473725978535,15,0
667.2641997734318,16,0
667.2995258333254,17,0
667.0371477361898,18,0
644.4377266698207,19,0
633.703929456963,20,0
633.5753112102858,21,0
631.0764212463868,22,0
617.1042940024771,23,0
614.6511213965788,24,0
614.6014711410503,25,0
614.6870660448369,26,0
614.8284995838177,27,0
614.6149451958307,28,0
614.6194740778939,29,0
612.0344730695373,30,0
609.7551631335151,31,0
607.572609904277,32,0
604.8490905716983,33,0
604.4879365965786,34,0
602.876354814643,35,0
602.5187022611171,36,0
579.8694373671075,37,0
579.8209732373562,38,0
547.8424943209809,39,0
542.8859477894705,40,0
529.2953941217086,41,0
520.2932260844252,42,0
511.1807787021823,43,0
504.8974769258304,44,0
503.41115163772275,45,0
502.50436577946357,46,0
502.0778792214702,47,0
500.39407604566287,48,0
499.6853780149472,49,0
498.0719238657785,50,0
497.8070451038799,51,0
493.23941506110026,52,0
475.00169111328745,53,0
468.3014704272439,54,0
467.2160944687311,55,0
463.9705700043161,56,0
463.9590600832881,57,0
462.81762746558076,58,0
462.8075117945421,59,0
461.58696922601314,60,0
461.58747896035555,61,0
461.30585517656453,62,0
472.9520305347394,63,0
473.6396223554631,64,0
472.44982295338605,65,0
462.66769241061183,66,0
471.1761469908789,67,0
470.5532331335767,68,0
465.22415856849005,69,0
449.0490523453181,70,0
447.56827684701074,71,0
428.57681880671026,72,0
421.01072544362495,73,0
420.6105788639068,74,0
415.3713219348523,75,0
415.80206429231646,76,0
409.6379843208929,77,0
409.94085244945154,78,0
402.8504623027597,79,0
389.619935313102,80,0
388.53872494728284,81,0
387.55761014193365,82,0
386.07183169913554,83,0
381.338207490174,84,0
375.2534633600925,85,0
383.86764060403004,86,0
383.57030659240803,87,0
367.6051692011872,88,0
366.62231816349407,89,0
364.17046619464617,90,0
357.57124023277265,91,0
356.700711503609,92,0
342.7706358169286,93,0
342.2696005161159,94,0
336.9984775504232,95,0
332.9402209053661,96,0
333.6719077252524,97,0
332.04509392745774,98,0
327.1542884891806,99,0
327.48733668915935,100,0
326.87637858486175,101,0
327.4254316267945,102,0
326.34215131369854,103,0
326.1245591049578,104,0
326.6628127652382,105,0
326.17364140204376,106,0
326.2781956924518,107,0
325.67463426728887,108,0
326.4114788606506,109,0
322.36185947054287,110,0
322.43194768819177,111,0
317.1433369274015,112,0
317.205642012852,113,0
316.8535806819658,114,0
317.038920950067,115,0
321.1833178036883,116,0
320.0764867455195,117,0
319.21930420706127,118,0
318.9459392355613,119,0
318.6767840846226,120,0
318.4117739230083,121,0
318.03754503508895,122,0
312.8080253343665,123,0
313.15263665978006,124,0
313.52480723012894,125,0
313.62835732257975,126,0
313.69648810590786,127,0
314.0509132598845,128,0
313.9456290071304,129,0
314.3112791468127,130,0
311.42235876259025,131,0
308.6554952646011,132,0
309.0115864546319,133,0
300.0399586578291,134,0
292.95808561663557,135,0
292.17472262618503,136,0
295.98731146046345,137,0
295.3524477232532,138,0
292.1408722704598,139,0
291.6380685622701,140,0
291.4703412347332,141,0
290.6652490143145,142,0
290.4971414503782,143,0
289.8912109840675,144,0
289.8057453859963,145,0
289.59559624272123,146,0
289.00000171834307,147,0
283.1208178241852,148,0
283.0812975836322,149,0
281.0801364392006,150,0
273.79416359694494,151,0
273.86839866706293,152,0
270.9837753218037,153,0
270.78925933337035,154,0
270.08275635091337,155,0
269.50075182024005,156,0
268.82968303119816,157,0
267.9988969691552,158,0
267.2766984256727,159,0
265.94704818376306,160,0
273.4947390731239,161,0
273.99421025914904,162,0
271.4437981885106,163,0
268.805246728668,164,0
268.70658730229616,165,0
268.23710749349505,166,0
261.76590140752864,167,0
260.36461280444024,168,0
260.8874140061583,169,0
260.4898814569664,170,0
260.4634709465035,171,0
258.56297208501996,172,0
258.3719676023499,173,0
257.798005033488,174,0
257.16668711337275,175,0
257.10121106586456,176,0
255.7738967483543,177,0
250.31505333470315,178,0
249.64639220823483,179,0
256.77737523287624,180,0
256.7255913375207,181,0
255.6695321749554,182,0
251.1154278615096,183,0
257.7844832155938,184,0
255.9645606391662,185,0
258.4193240219828,186,0
262.65770368024477,187,0
264.42124701356255,188,0
264.13994981897497,189,0
264.4457905472566,190,0
270.1095211964683,191,0
266.9076992022032,192,0
266.213012304187,193,0
268.32096514162174,194,0
267.1411150607127,195,0
266.8809931460765,196,0
265.68064786730406,197,0
265.5869171235678,198,0
271.0787569529193,199,0
270.53325976409917,200,0
266.4341521382346,201,0
270.1765614790685,202,0
268.9775424680306,203,0
265.67989842572064,204,0
265.3096714093741,205,0
265.052851441099,206,0
264.36728779553414,207,0
263.1954969332655,208,0
262.8382873940719,209,0
261.8199473419387,210,0
261.56917581141136,211,0
260.5919697574817,212,0
260.4832028040361,213,0
258.49835592647906,214,0
258.41426557804454,215,0
260.76340869041286,216,0
255.91890340497628,217,0
253.048851507144,218,0
252.1756578079123,219,0
249.46108104030557,220,0
248.70397635375093,221,0
250.85799907475337,222,0
252.31831877845684,223,0
251.9201488450011,224,0
251.75757707896693,225,0
251.59631401564945,226,0
251.63222544879858,227,0
250.63722449013412,228,0
250.9266594120576,229,0
249.91772279203283,230,0
249.62987833190525,231,0
249.1388924254118,232,0
246.48257904500963,233,0
245.746140497009,234,0
245.47977628182227,235,0
244.31020099568966,236,0
244.37621708858148,237,0
242.18056303992515,238,0
241.51468847415603,239,0
242.75820797536326,240,0
243.09003981920955,241,0
243.89240559136303,242,0
244.16666166156205,243,0
243.59406796629207,244,0
245.99399789284317,245,0
245.68467885501892,246,0
245.56851833767837,247,0
247.88787761832802,248,0
246.84289426922433,249,0
246.0797878485404,250,0
244.69599859725318,251,0
244.41798382565466,252,0
242.7888338842465,253,0
241.93494546603873,254,0
241.66337748857467,255,0
244.06066051341088,256,0
250.00911801568532,257,0
247.56447392360758,258,0
247.02810695848706,259,0
252.4955740504136,260,0
252.51480600485738,261,0
252.83672701853894,262,0
249.10183280530467,263,0
248.62189649609917,264,0
248.3021990545269,265,0
247.44974488418973,266,0
249.2436612092748,267,0
247.81508576510888,268,0
249.87382322389752,269,0
246.8562886230149,270,0
245.9984882553416,271,0
242.74872382977222,272,0
240.92194150535045,273,0
239.7362765807178,274,0
237.50886690704334,275,0
237.1202094676162,276,0
236.8644923053451,277,0
236.69624319842876,278,0
236.26282519386297,279,0
236.13800703321272,280,0
