error,current_epoch
816.6836270617841,1
814.4056825119364,2
814.3551111934576,3
812.0327065769177,4
811.6268789357719,5
810.9260020775183,6
808.0398531053361,7
808.0751280102758,8
809.4459222338793,9
808.4711072033105,10
807.7615406484863,11
807.2625912951875,12
807.4115230593693,13
807.2383580290337,14
807.9574705351242,15
806.9254078664358,16
806.8661341134027,17
806.9625231821385,18
806.9829833254643,19
806.6880100467129,20
806.6617908203425,21
806.6086124747826,22
806.5425833002005,23
806.3857289678368,24
806.3677539088677,25
806.4401138451364,26
806.3703208622818,27
806.34140850199,28
806.334048982483,29
806.2936615754174,30
806.2863716769821,31
806.2614433674084,32
806.4115801165306,33
806.419045675633,34
806.3826690842011,35
806.3647457916651,36
806.3525998210487,37
806.3402627634451,38
806.3035743533449,39
806.3089732367488,40
806.3116181837102,41
806.3039600451857,42
806.2485312544358,43
806.2526939849658,44
806.1572800955302,45
806.1494252265397,46
806.1456499434031,47
806.1279144898087,48
806.1124597216577,49
806.1129213070711,50
806.1116911780075,51
806.1687801873088,52
806.1660141374729,53
806.3916878015259,54
806.348682292539,55
806.3372486437227,56
806.3218015437537,57
806.3246111841783,58
806.290382980661,59
806.280735616241,60
806.274107039316,61
806.1660373533722,62
806.1633699363912,63
806.1620225199351,64
806.1525491744098,65
806.1251607429364,66
806.124115672176,67
806.1199892001348,68
806.1083648082399,69
806.1063193745898,70
806.1046173819373,71
806.1038127269914,72
806.1034060347592,73
806.098755381811,74
806.0988344527059,75
806.0992198365395,76
806.0991537868935,77
806.1012118570354,78
806.1010230241708,79
806.0978674181771,80
806.0975572067588,81
806.0971463258671,82
806.1014638092596,83
806.101071296809,84
806.1014494307235,85
806.1018556764897,86
806.0990387306724,87
806.0989285099681,88
806.1008401053649,89
806.098511057387,90
806.0980939704131,91
806.0978978965832,92
806.0973529365042,93
806.0969641601894,94
806.0969115549559,95
806.0964633162542,96
806.0963296125202,97
806.0963000975061,98
806.0961548619877,99
806.0961598058415,100
806.0960588260485,101
806.0960677126396,102
806.0960429992615,103
806.0960217817909,104
806.0960189101241,105
806.0960174590701,106
806.0960122655449,107
806.0960110780271,108
806.0960102523374,109
806.0960096979692,110
806.0960048831582,111
806.096005104192,112
806.0960053939699,113
806.0960019866409,114
806.0960016890972,115
806.0960024117204,116
806.0960020397384,117
806.096002255057,118
806.0960019543654,119
806.0960103888456,120
806.0960053773814,121
806.0960089034671,122
806.0960075859525,123
806.096003857146,124
806.0960063818063,125
806.0960065651062,126
806.0960067839966,127
806.0960057752349,128
806.096005262769,129
806.0960050716219,130
806.0960032208262,131
806.0960027416633,132
806.0960028202,133
806.0960027177741,134
806.0960025758808,135
806.0960025229771,136
806.0960021036093,137
806.0960023894994,138
806.0960022669326,139
806.0960025750134,140
806.096001835541,141
806.096001797841,142
806.0960017056218,143
806.0960012553869,144
806.0960011439961,145
806.0960009935906,146
806.0960010075357,147
806.096000840064,148
806.0960006183104,149
806.0960005865943,150
806.0960002983363,151
806.0960001592249,152
806.0960001510542,153
806.0960007213629,154
806.0960006820886,155
806.0960006449526,156
806.0960004095865,157
806.096000341506,158
806.0960001822372,159
806.0960002070035,160
806.0960002099105,161
806.0960002159254,162
806.0960002231218,163
806.0960003691179,164
806.0960003425355,165
806.0960003539516,166
806.0960003207896,167
806.0960002786139,168
806.0960002525103,169
806.0960002609261,170
806.0960002177171,171
806.0960000808101,172
806.096000068786,173
806.0960000710785,174
806.0960000523156,175
806.0960000271116,176
806.0960000100692,177
806.0960000083946,178
806.0960000042759,179
806.0960000039687,180
806.096000003598,181
806.0960000059378,182
806.0960000030791,183
806.0960000026745,184
806.0960000025773,185
806.0960000013407,186
806.0960000011646,187
806.0960000010562,188
806.0960000009628,189
806.0960000008017,190
806.0960000007848,191
806.0960000007948,192
806.0960000008165,193
806.096000000698,194
806.0960000003608,195
806.0960000002025,196
806.0960000001892,197
806.0960000001434,198
806.0960000001406,199
806.0960000001285,200
806.0960000001176,201
806.0960000000861,202
806.0960000000543,203
806.0960000000473,204
806.0960000000451,205
806.0960000000432,206
806.0960000000359,207
806.096000000032,208
806.096000000056,209
806.096000000053,210
806.0960000001141,211
806.0960000001957,212
806.0960000001888,213
806.096000000191,214
806.0960000000135,215
806.0960000000126,216
806.0960000000123,217
806.0960000000119,218
806.0960000000113,219
806.096000000008,220
806.0960000000048,221
806.0960000000013,222
806.0960000000097,223
806.0960000000092,224
806.096000000008,225
806.0960000000075,226
806.0960000000105,227
806.0960000000094,228
806.0960000000017,229
806.0960000000044,230
806.0960000000024,231
806.0960000000016,232
806.0960000000005,233
806.096,234
806.0959999999988,235
806.0959999999981,236
806.095999999998,237
806.0959999999999,238
806.0959999999997,239
806.0960000000028,240
806.0960000000015,241
806.0960000000013,242
806.0960000000007,243
806.0960000000007,244
806.0960000000002,245
806.0960000000001,246
806.0960000000003,247
806.0960000000001,248
806.0960000000001,249
806.0960000000002,250
806.0960000000001,251
806.0960000000001,252
806.0960000000001,253
806.0960000000001,254
806.0960000000001,255
806.096,256
806.096,257
806.096,258
806.096,259
806.096,260
806.096,261
806.0960000000001,262
806.096,263
806.096,264
806.096,265
806.096,266
806.096,267
806.096,268
806.096,269
806.096,270
806.096,271
806.096,272
806.096,273
806.096,274
806.096,275
806.096,276
806.096,277
806.096,278
806.096,279
806.096,280
806.096,281
806.096,282
806.096,283
806.096,284
806.096,285
806.096,286
806.096,287
806.096,288
806.096,289
806.096,290
806.096,291
806.096,292
806.096,293
806.096,294
806.096,295
806.096,296
806.096,297
806.096,298
806.096,299
806.096,300
806.096,301
806.096,302
806.0960000000001,303
806.0959999999999,304
