error,current_epoch,gen_error
23.27651839846994,1,0
17.25098701438359,2,0
16.709730592123083,3,0
16.42053955752537,4,0
16.137132343619612,5,0
14.322006543341693,6,0
12.7473849116006,7,0
12.34417282453624,8,0
12.126207999576387,9,0
10.797774668954498,10,0
10.605210097945303,11,0
7.835545878097998,12,0
7.6878560769117446,13,0
7.543120071749216,14,0
6.778646981143339,15,0
5.420086852139932,16,0
5.290844229203994,17,0
5.320513734369678,18,0
5.243662590294299,19,0
5.168348469100429,20,0
5.309033290057392,21,0
4.850716669291,22,0
3.9918746129096823,23,0
3.4137988947125053,24,0
3.3722285135780323,25,0
3.389158235528944,26,0
3.2862853577465843,27,0
3.2602527617040686,28,0
3.292019270778279,29,0
3.1941440596822113,30,0
3.234669971774319,31,0
3.4099053182372234,32,0
3.4284973351372776,33,0
3.4469034318683316,34,0
3.676378166056072,35,0
3.401130065406592,36,0
3.35894087398112,37,0
3.540174055108846,38,0
3.534850992806924,39,0
3.4900932268360028,40,0
3.4454103709770076,41,0
3.2678343242449652,42,0
3.1699483305467298,43,0
3.2136801767492877,44,0
3.118576152051463,45,0
3.094431414616506,46,0
2.9678498937654787,47,0
2.8014450564232707,48,0
2.8202613393611013,49,0
2.910326711895755,50,0
2.928886858138143,51,0
2.846564755297421,52,0
3.04800902762007,53,0
2.959885773437806,54,0
2.9301780900998957,55,0
2.9080246283470337,56,0
2.8800516621395786,57,0
2.7744478376694124,58,0
2.6600443536448997,59,0
2.6161592214755074,60,0
2.5797345617749112,61,0
2.7016697323397363,62,0
2.9136513075153894,63,0
2.885322348818972,64,0
2.7427955923249305,65,0
2.9516482652605807,66,0
2.7926800500030113,67,0
2.811094415093618,68,0
2.6900512782612545,69,0
2.641837523068656,70,0
2.572477382582456,71,0
2.6953741293902813,72,0
2.6041885948842776,73,0
2.5839729362989883,74,0
2.6023763114104757,75,0
2.5344482789815608,76,0
2.6623838820165044,77,0
2.6400260859939446,78,0
2.600499895461176,79,0
2.5220367520807905,80,0
2.651616882430086,81,0
2.6698571344217563,82,0
2.6467639950060082,83,0
2.7598177656677123,84,0
2.9659997084786016,85,0
2.8800043146110985,86,0
2.8000632167977084,87,0
2.8928048405720124,88,0
3.0893890201540124,89,0
2.9740212394175862,90,0
2.813614643360526,91,0
2.791102864974381,92,0
2.764201253808399,93,0
2.7426239399909633,94,0
2.9499541076325513,95,0
2.795788561464791,96,0
2.773543597939345,97,0
2.8697990712123813,98,0
3.067847505539895,99,0
3.085483665479489,100,0
