error,current_epoch
223.3312793592866,130
222.24994201571997,131
221.1076346741198,132
225.79874030058258,133
226.02617737365324,134
224.86535434421003,135
224.88179100017723,136
224.8979630259834,137
226.77733981301105,138
226.9200241617691,139
227.16186467624328,140
226.0200910982792,141
225.6199033658859,142
215.97202097626936,143
212.99827728521356,144
212.7705882590353,145
212.2632005967169,146
212.2449458300303,147
212.50556023165674,148
212.32132633767773,149
212.24085256200053,150
212.6238355183364,151
211.34329156252966,152
210.95584324097493,153
212.20368945404923,154
211.52946120156577,155
211.65737083482432,156
212.04425614494883,157
212.0578265003557,158
212.93470299239172,159
212.72032579478548,160
215.01985370287028,161
212.92591077784706,162
212.02173959342952,163
211.4069985390252,164
213.7031459588453,165
213.94980842534943,166
213.96712343589695,167
213.503070479978,168
213.17498980756795,169
213.37743992261176,170
213.38476806769054,171
213.20719487682894,172
215.20282863812074,173
212.98422320282668,174
213.00577056543136,175
213.01111874497494,176
214.40065758871708,177
214.24280381451584,178
213.32143268068694,179
211.57056486669515,180
211.5816748650436,181
216.82811216820258,182
221.5475626680618,183
222.1548244272962,184
221.87742716326622,185
218.90261774718493,186
217.8584178295442,187
217.7110231841277,188
217.53468836179323,189
218.62100283407477,190
218.54451680283586,191
217.3770525007087,192
221.57626046009338,193
225.5359917195766,194
227.5361894569996,195
226.57550467930858,196
227.29674194253982,197
225.02805971379374,198
224.15305038734812,199
228.59661297727945,200
225.67847824288154,201
227.46929426693637,202
229.02510329497048,203
228.68709756096933,204
228.75391008839767,205
228.55109042126043,206
228.79714327564807,207
229.44052367898584,208
230.87109951696902,209
231.61982204489863,210
231.59951426161098,211
230.85890883697002,212
233.5069386004507,213
231.82174670132648,214
216.61662121181047,215
213.69705081226698,216
227.11161596678124,217
226.98030588269734,218
221.61638525912386,219
221.55255988712221,220
220.8271445936732,221
223.54875827178938,222
219.27615767359075,223
220.11223925407722,224
223.1918044926945,225
223.2412241325053,226
221.9621407667384,227
217.9331522131259,228
217.62631854337894,229
216.0612822220479,230
215.2180825489424,231
215.0574234260883,232
214.06982542739334,233
216.12313777064193,234
214.6349072555781,235
214.43596665851075,236
213.49753548964847,237
213.8273298862737,238
216.21241048681742,239
216.88362842714704,240
216.6694881841832,241
216.77976755541323,242
220.16999463070738,243
220.8444286482238,244
220.76327510304694,245
219.3495498006773,246
219.30367295063365,247
217.7239243048461,248
219.49168197532538,249
219.53033558171254,250
219.56741212095915,251
219.8885516412341,252
219.4447689987327,253
224.521417204223,254
225.55050862313502,255
226.59515297737144,256
226.6620822467925,257
226.6374089747867,258
226.70250104477765,259
226.7957260600557,260
228.7383160314158,261
228.91926260906166,262
212.71065279121325,263
210.51814095556705,264
209.16720919700893,265
208.4120601237916,266
212.00224254022905,267
212.78146846119543,268
212.83801476253174,269
212.7276451867314,270
208.7605736865797,271
208.47124060344265,272
208.4499702187705,273
208.64870344994003,274
208.5917145483371,275
208.56988139280745,276
208.6369420266519,277
208.62163301732625,278
208.2655118754613,279
208.7123003390473,280
209.26040671101447,281
208.91992539614571,282
209.8552240335854,283
209.7867321465711,284
210.35940136203754,285
213.25777469198425,286
215.49915536553138,287
215.3819458519816,288
215.40973747596195,289
214.39721298123845,290
213.44838961452413,291
213.44484610622555,292
212.3466704538682,293
210.8581164768994,294
211.04222122439677,295
210.7137031213953,296
211.38966604969255,297
211.73257547214968,298
212.71244884984142,299
213.24116901608016,300
213.93484022270573,301
214.11380066140043,302
214.28545951419642,303
214.17646552014563,304
216.05131244916168,305
217.5172388672129,306
217.2097807724327,307
218.53715920272072,308
215.45574799351064,309
215.49145296240874,310
214.7647645101684,311
214.23305818470712,312
212.80909333879666,313
211.5132853290182,314
211.89859979270975,315
211.82149770408662,316
211.80585884986453,317
212.08285059685375,318
212.0794689622196,319
212.495817562099,320
212.45936227918267,321
212.35242968218833,322
212.82782480211628,323
213.33663348550232,324
215.3751578867702,325
216.02624887408248,326
215.65553020298537,327
215.61508037703732,328
215.4675398436724,329
215.46266903197886,330
220.05338686968287,331
220.12247108359114,332
216.08318654870396,333
213.26658978428586,334
212.83374139934017,335
212.47241901226624,336
212.43094942888692,337
212.01458533525033,338
212.70170815690295,339
212.82821939235544,340
207.472340401668,341
207.18198081353498,342
205.29651532119055,343
206.38827389720905,344
206.48591573253904,345
206.01178054598995,346
207.14544522533555,347
211.12277217839744,348
210.59038124056917,349
212.34972587348025,350
208.16291833529763,351
207.99124966499832,352
208.6242009331651,353
209.03870461744916,354
210.23432175226938,355
210.0047247244257,356
209.9578063481943,357
211.09180156231312,358
213.717067205991,359
213.80515226289978,360
219.12358289758473,361
224.05518246980233,362
223.62116136394746,363
214.81153730505753,364
214.7374255544106,365
213.0784548844281,366
212.04960161382039,367
214.74124318667833,368
214.85867533060278,369
214.24031014255692,370
214.54045348472954,371
215.31372696219668,372
215.41697852558593,373
216.7239967706001,374
218.1187734777726,375
219.33051503243954,376
218.83607889425687,377
228.39046209471064,378
227.8328908730714,379
229.1321173514085,380
226.422665608911,381
227.69064102660457,382
225.54611947180896,383
224.78288425045707,384
230.35366806999437,385
228.22338182169548,386
229.235966543446,387
231.00834596427856,388
231.75536243108752,389
231.80712159618685,390
230.60916526037957,391
232.57784717099713,392
242.1066805459688,393
241.01157062436454,394
240.44110694606033,395
239.6029321562946,396
241.42011669068188,397
240.4295639450031,398
229.86895907518874,399
229.98910408534877,400
227.00576065778773,401
226.847900174965,402
227.10052489571018,403
232.48539318539602,404
232.14166383602955,405
239.92979539160123,406
240.35275614722536,407
239.00492197889184,408
238.94887826548663,409
238.57702053477936,410
236.03486945774637,411
207.26562429766759,412
207.34385481762337,413
207.48032664278253,414
207.45800538622527,415
207.46502697107013,416
207.42047551329352,417
209.2037703441271,418
211.0810051616902,419
210.968057924161,420
210.9252380910556,421
217.92314833375804,422
220.17223197241694,423
214.1759076736598,424
214.31481758774288,425
214.34153623063213,426
213.52862289094793,427
211.36892411373958,428
210.74576138991512,429
211.23430397203936,430
210.8490476445118,431
210.91299385796952,432
211.20601972592874,433
210.87160287314072,434
211.4328223391647,435
211.41693082480904,436
211.43503238166136,437
211.41263905295352,438
212.14047294391474,439
212.3052795831207,440
216.63601488992333,441
216.39923056133824,442
210.9808073358197,443
211.112672261524,444
211.40140745243738,445
211.9134365458768,446
208.78852686192016,447
213.32064611131528,448
221.57500272489298,449
221.40921159941738,450
224.32763529948235,451
230.17250066980293,452
223.8724924666416,453
224.03750958073965,454
218.80497897592946,455
212.9526506371403,456
213.14332582419297,457
210.70323846030004,458
207.349880764482,459
206.84742979722816,460
207.38613419240605,461
208.25142252356514,462
207.21971804325256,463
206.00345998307137,464
206.37648869592107,465
206.3163796177067,466
206.38964595786416,467
206.33667589460237,468
206.50748666864737,469
206.640582107027,470
210.77773987817594,471
211.27156051976672,472
211.40891935286893,473
211.52990740232136,474
209.12302076800043,475
218.724897178849,476
212.67656844154638,477
209.8644441712472,478
208.59468626578493,479
208.22868008467512,480
208.0274448324887,481
206.93022510560715,482
206.3328698701826,483
206.08792640821943,484
205.96560617920906,485
207.50210069975952,486
210.04789806910128,487
210.5631661310558,488
212.0130007336678,489
212.33075858762805,490
214.35546154013304,491
215.7210646983505,492
215.272878452169,493
216.9226990788687,494
216.8959998261554,495
216.02076574529445,496
216.13462421553646,497
207.06799505184568,498
209.78200901513082,499
208.57590635731606,500
208.8243761758392,501
208.25110783254127,502
206.86029879147802,503
211.63207403934427,504
206.44662309791795,505
206.4781955593783,506
206.37085748787317,507
206.56937476186596,508
210.45209525356023,509
209.14809956939084,510
208.73092174623707,511
208.44032147104866,512
208.58463076572363,513
208.6187570459335,514
208.7222975951359,515
212.29353975019347,516
208.35000149915976,517
208.61801616399552,518
211.2414729837313,519
214.69940524049596,520
214.10044041347743,521
220.98904105720425,522
213.6204122600524,523
213.51979607475843,524
212.55672606474155,525
211.82015111502523,526
215.11764079622856,527
214.07724375248773,528
216.24621364222705,529
213.52172351478612,530
213.01282641446758,531
213.6377137318539,532
213.12151408462606,533
213.08131422351167,534
213.2316158908217,535
215.84271068490355,536
216.15670546601535,537
214.77337840460183,538
214.08781206624226,539
216.79201422054686,540
215.3910388048928,541
215.46421249737878,542
216.46255648769315,543
215.1827418851277,544
214.33504670143748,545
211.5509966413327,546
212.24511949321936,547
212.096428550879,548
213.1885616261344,549
212.49833393900727,550
211.87022674372164,551
212.95142882526181,552
213.99932988269057,553
214.7346906249609,554
213.17300814421458,555
213.18888358891047,556
215.27170230521355,557
215.27150355074565,558
218.02035660370092,559
218.7318598187162,560
212.41750660266305,561
212.60926680634705,562
214.85569392218264,563
214.33877910776906,564
213.7929908123876,565
219.04388806971764,566
218.69753193770975,567
224.73943473408235,568
225.58444877904375,569
225.23144805431699,570
225.29495864208613,571
225.77059770352804,572
225.54056495510068,573
225.3176172153249,574
224.89729326511275,575
223.58760135423998,576
224.7650632064675,577
219.2040863043625,578
220.0718211491317,579
220.91225658891014,580
221.13696602146624,581
221.20282056884795,582
222.12057269208307,583
222.11044161934043,584
222.33063929323382,585
221.36521979659196,586
221.58331681187963,587
220.62755033351155,588
209.09583553465546,589
209.0828359278865,590
209.74893453853701,591
210.08141743724536,592
213.11049899399777,593
212.80518648260545,594
211.7060776148887,595
212.15750696408435,596
213.43229523546546,597
212.90528266060755,598
213.3088570258084,599
211.9527411056502,600
211.22234644129543,601
207.11759989675056,602
210.213226697541,603
210.49139361004416,604
210.4781882675956,605
213.9834920167011,606
214.20341651022434,607
214.06331179342257,608
214.73693265536843,609
214.10752795416875,610
214.72326336231538,611
214.6908181497988,612
218.26118531583091,613
218.39762656940107,614
218.55262630257846,615
211.28368774995866,616
211.00689847552698,617
210.53847795079858,618
211.25569506853824,619
210.9123206045343,620
211.27245819754535,621
211.86748158205916,622
211.48886748731258,623
213.07173544481978,624
213.40261506904795,625
213.7182895878928,626
213.69648626577916,627
213.69679246333232,628
214.52674532202275,629
215.55441946763332,630
215.24913186608416,631
220.62948643827247,632
220.71054672312,633
220.3482609508285,634
219.11943229023703,635
216.47008492693624,636
216.79726356259025,637
213.4200377520206,638
216.8931277766228,639
213.86084241411262,640
214.90374445487313,641
214.96412448725374,642
215.394941332214,643
215.453047820868,644
216.08042417533687,645
216.05801259348374,646
219.42781516236084,647
217.86477890096666,648
210.63340969396558,649
211.40416682471854,650
211.73659891094036,651
215.19752798108362,652
215.34699702603635,653
215.50032620514258,654
215.66370242801773,655
213.6082410186751,656
210.80452690575825,657
211.1241154490929,658
210.99140107389013,659
218.32231691040477,660
217.75983609099617,661
216.53455753126204,662
213.0285389971592,663
208.54322866254446,664
210.2592720047255,665
213.45512760557088,666
209.28109154786847,667
208.0425589287223,668
207.77740648950476,669
207.16384768256214,670
214.89081121973265,671
213.08585604044066,672
213.67651867123726,673
218.6829722515057,674
218.40600379588022,675
216.4537418550776,676
216.43362266010243,677
216.05831442390144,678
214.21887659678626,679
214.967754665982,680
215.6183582150353,681
213.5165011237466,682
208.89058872560568,683
208.84015845501133,684
209.35212638016023,685
209.3071779983523,686
209.74617086487322,687
209.6489277659513,688
209.97165339468128,689
214.7319640608583,690
213.6691554441961,691
214.16777789184218,692
214.50804383726512,693
217.55308481810954,694
219.42580820251203,695
218.83216687062773,696
218.8500243441723,697
218.33825866137508,698
213.9887726686272,699
213.86843316506307,700
213.88590371532825,701
215.10878006823273,702
214.5770549677971,703
214.50938916007573,704
212.87440612096324,705
207.60074593379596,706
206.5482596184807,707
207.63643134971727,708
206.89632829971043,709
206.89470887012718,710
206.70235302325835,711
207.78531217539094,712
207.68875527283845,713
207.6294530415837,714
207.49869361495394,715
207.18416026551765,716
207.35469929228842,717
210.7641525051603,718
210.09507580590014,719
207.51411902515022,720
207.5123788986091,721
208.96981516864045,722
212.0770302952567,723
214.49052544292155,724
213.18411840599575,725
213.45912280865386,726
213.09389576080966,727
213.20417855814566,728
217.6115470947574,729
217.3871548028948,730
222.8183175396016,731
223.26666152300945,732
220.37105658077738,733
220.7176552785512,734
222.64536919441528,735
211.9938148578828,736
212.1447681280209,737
213.42327839224293,738
213.84649195712927,739
213.94687598958188,740
213.27531534081828,741
210.55006626992426,742
210.5095670162667,743
210.58069348551908,744
210.6029636143467,745
210.72570128680232,746
212.28496366155105,747
211.00156873753178,748
210.87579459655197,749
210.38628541180253,750
210.50573690143707,751
210.5361754204454,752
208.44824530623816,753
209.94270837045863,754
210.63444511814058,755
209.96348171709855,756
210.91024662306978,757
210.62945209624755,758
210.53232818383069,759
210.4924522216514,760
211.22378302347732,761
217.23961564506214,762
215.69157353796737,763
216.19409862239294,764
216.21274653594693,765
221.79991922945248,766
225.23429962836215,767
228.2410996676077,768
228.35737890561455,769
225.5118057121067,770
223.00992231521988,771
223.30269218304414,772
223.19152847063245,773
223.9821105816717,774
223.4000594077164,775
221.60016925310845,776
220.3111142275851,777
219.22208340249205,778
217.81489484156526,779
218.3360019070949,780
215.71786392732267,781
215.87399948476394,782
218.38197275888882,783
217.88795320124808,784
217.29955140077257,785
210.2378087208182,786
210.43212003528078,787
210.84773325549855,788
209.0389559173205,789
211.79866171184574,790
212.134513655589,791
212.32179983397575,792
209.75937020858245,793
210.49900308277233,794
211.06581139091094,795
213.00327789889855,796
212.25755824703222,797
212.37254311261637,798
210.41807048745974,799
218.81526160321843,800
222.01096675514447,801
225.89657452862386,802
226.37892008390568,803
225.38034845609096,804
225.57729140016147,805
223.88542224524915,806
223.96854342839129,807
214.6312940258119,808
212.19777495099854,809
209.8319883493215,810
209.1493991234557,811
209.1039873690682,812
209.2320087077232,813
209.26458802786348,814
211.42433850831355,815
211.30981059018382,816
211.20559018468566,817
210.97635829289766,818
211.8575293926511,819
211.96798519902154,820
212.07468207373034,821
211.62089382727544,822
207.62595315857473,823
207.41090061899544,824
210.60266575303595,825
210.7060900979039,826
210.78484079863415,827
210.81989652236126,828
210.60342464698675,829
212.58209026654782,830
215.2251612679884,831
214.78530953543958,832
213.1377067910838,833
212.7657336392506,834
205.73537884542242,835
205.70724604185617,836
205.68399572410934,837
205.9687769553249,838
206.26346006539057,839
213.83684017233583,840
216.83175618126384,841
217.05113644875604,842
217.2354179875258,843
218.01319020020213,844
218.4477125406589,845
225.06465906087638,846
225.93953563538162,847
227.16724686260613,848
227.5940967115437,849
228.6023506260826,850
229.16624426986508,851
229.20482256948054,852
228.6210748571253,853
229.71314508230716,854
226.33217717573285,855
227.53555799323237,856
228.95603859220932,857
225.31393727534035,858
226.63834282880987,859
234.1981130215679,860
226.94200818573876,861
227.81776058814248,862
225.3881272681376,863
221.25077042477037,864
220.75011703857538,865
220.27743033665166,866
218.7734608180663,867
224.86031877409084,868
224.1771675120061,869
222.02288795986976,870
222.9438575682083,871
219.50941385132833,872
219.37619028649843,873
223.88557554548743,874
224.9403534313627,875
222.81112286749644,876
224.6640509919246,877
222.00958490235772,878
221.5380725632315,879
221.48814590948083,880
217.2774897206333,881
217.9025271836864,882
218.12493809342183,883
219.68848663949862,884
221.43971129691585,885
224.60134036542811,886
226.0617920836196,887
224.96755237090053,888
225.71460809326987,889
223.80660794132433,890
223.5732265868918,891
223.39067790238636,892
226.99251094674594,893
228.40138469631242,894
228.942091619204,895
228.739078885361,896
227.16972226662375,897
220.83084379888012,898
226.54460486992173,899
226.22525469145083,900
221.92269338166668,901
228.1070380249875,902
230.38295930667098,903
230.6904053309334,904
215.5369809641688,905
218.3468937552414,906
218.38293570093123,907
218.41849231889913,908
217.18879362295166,909
217.22284012859316,910
217.17197824310426,911
216.5124295994085,912
217.2463084815825,913
217.48342271706304,914
217.47119310244204,915
216.70754559084466,916
216.10527390386358,917
216.0837869062483,918
216.6751051825064,919
213.3327455974095,920
217.24770815780636,921
217.24933751064953,922
217.229593014771,923
219.61746691049,924
218.83815098598035,925
219.30512141343942,926
218.6950842890629,927
218.23866913861795,928
216.75590669353605,929
206.72882648564237,930
206.6473384089351,931
207.046748838348,932
210.98140684303496,933
210.96981160316756,934
211.3004052627385,935
207.8608578162942,936
207.88782436291777,937
207.8689385803436,938
207.8970325865161,939
208.0024372393625,940
207.8558050534973,941
207.88413518806217,942
207.773610496279,943
207.80161371284777,944
209.80925732406087,945
209.70072334249633,946
209.68681130999317,947
209.243694063223,948
209.4110877306141,949
214.79106067617968,950
214.34429468779985,951
212.038906734621,952
212.18641048407585,953
212.13261639968917,954
209.27121235445367,955
209.2041534012248,956
209.00031989180715,957
209.29962894182475,958
208.98516593035464,959
209.1490931676095,960
209.4875261973631,961
209.63816531962686,962
209.9279105840391,963
209.69340200410855,964
213.4069167230114,965
214.0519695021912,966
214.34982419894556,967
208.91935908413632,968
209.29837375601255,969
208.52526371915377,970
208.47155933548623,971
208.41871959239577,972
207.2268757391317,973
207.5715703690913,974
215.32062850264842,975
214.58410073805365,976
213.89765686145137,977
208.20207358809114,978
207.8216731889594,979
206.1622221446832,980
206.34352162484794,981
206.39638234528817,982
206.50246589832906,983
206.6052820779363,984
206.42666782828206,985
207.9541226712381,986
208.21372134563617,987
208.5771439979079,988
208.40182450530216,989
208.53336524570867,990
208.47307637390873,991
208.81915837818664,992
209.38981607989066,993
209.4569674809126,994
206.59090240865893,995
206.68109572166645,996
206.62779567344725,997
206.79522979519894,998
206.82007942764116,999
206.74209754776308,1000
