error,current_epoch,gen_error
36.9536012430671,1,0
36.929033532821194,2,0
36.92549530098014,3,0
36.89934713430453,4,0
36.88676943556211,5,0
36.877382643919795,6,0
36.85808114744488,7,0
36.83018718637193,8,0
36.798524980737405,9,0
36.79171188308694,10,0
36.77758055231358,11,0
36.741819584059364,12,0
36.70475150524518,13,0
36.678541016098826,14,0
36.66693031003924,15,0
36.61347577831191,16,0
36.59836332011115,17,0
36.56959679689511,18,0
36.53781194723004,19,0
36.49286829114174,20,0
36.45208229053804,21,0
36.37024716366891,22,0
36.292447172786815,23,0
36.18119716343557,24,0
36.05906477675335,25,0
36.05177660685061,26,0
35.89841924224191,27,0
35.70212666650683,28,0
35.52114538495455,29,0
35.33249005869954,30,0
34.99481167236895,31,0
34.818465024533225,32,0
34.19050263916138,33,0
32.95490656660722,34,0
32.02262268767508,35,0
30.929857067663523,36,0
30.9139970618399,37,0
28.930906125696538,38,0
26.7207371930841,39,0
25.660581814684992,40,0
25.13042656860063,41,0
25.12084103540725,42,0
24.602119729953877,43,0
24.296841773784745,44,0
24.127948511998447,45,0
23.97005097145191,46,0
23.822418060926914,47,0
23.81628667306588,48,0
23.73555013079701,49,0
23.49246698936886,50,0
23.36803104837,51,0
23.26239434145991,52,0
23.107957743991133,53,0
23.056156942122893,54,0
23.05190508120041,55,0
23.030494290320625,56,0
22.94133535176485,57,0
22.924506716796344,58,0
22.848303753311228,59,0
22.760844258974892,60,0
22.70150503150522,61,0
22.698190624532835,62,0
22.69489807239692,63,0
22.619331543309556,64,0
22.57265522913378,65,0
22.554434565938735,66,0
22.481046158361487,67,0
22.445056393330063,68,0
22.382396133540105,69,0
22.37995346334634,70,0
22.361347641472385,71,0
22.30621210314361,72,0
22.281108020011924,73,0
22.232776273058427,74,0
22.199002411734558,75,0
22.19673247787973,76,0
22.155020159242305,77,0
22.144499613219402,78,0
22.10694229071269,79,0
22.101554608235134,80,0
22.08597336735656,81,0
22.05107888729438,82,0
22.019466589440643,83,0
22.018097772047327,84,0
21.988141897987255,85,0
21.959668270766908,86,0
21.948736188958748,87,0
21.94758813487721,88,0
21.92153548329999,89,0
21.896931496482257,90,0
21.87283184933027,91,0
21.864324909133448,92,0
21.861867939524018,93,0
21.85943648112795,94,0
21.857030073117823,95,0
21.85638286578677,96,0
21.842077602043943,97,0
21.82046897448071,98,0
21.819917703590562,99,0
21.819368077354895,100,0
