error,current_epoch,gen_error
1224.6019986391207,1,1295.6302932665762
1221.149655638573,2,1292.8253030558944
1218.3767579463915,3,1288.7355981437217
1215.4344254151365,4,1284.4335496398016
1215.781505712171,5,1287.1489076238022
1215.777657769921,6,1287.1445756625517
1213.8942542097197,7,1282.8461892765772
1212.6919575805164,8,1281.260757496535
1212.6659716877305,9,1281.2347180529775
1205.9128447484268,10,1273.5260267330048
1206.3555708646763,11,1274.0223678136283
1203.9397556721665,12,1271.0108329805798
1196.8084190103518,13,1246.9542477235825
1196.8463844456296,14,1247.179467157534
1197.0357571284096,15,1247.290594505951
1197.222547229986,16,1247.3982953792881
1197.2619629542016,17,1247.626150877543
1196.103951215462,18,1245.3105368414144
1196.3917086011343,19,1245.800860641694
1196.9278410742259,20,1246.991930392612
1183.288019062321,21,1228.4502176864519
1183.283226173463,22,1228.4502126621667
1177.4740144444465,23,1221.0085931602803
1174.4812645112547,24,1218.346349710924
1168.5069651466363,25,1214.2116969062108
1168.4900087338674,26,1214.1905676583447
1168.7996446781863,27,1214.6834719629774
1169.3267107242314,28,1215.8418421097454
1169.8756250953402,29,1217.9387931564204
1169.8397502814491,30,1217.8972393728911
1150.6376298019245,31,1178.7862140323437
1136.6273959354103,32,1164.8580117528
1135.6695561547472,33,1163.825360745659
1137.2250299739553,34,1165.7098491935992
1138.4329456172668,35,1166.6541811162137
1138.9864737132098,36,1167.216274678587
1136.574151409015,37,1165.0394045255166
1127.5784519513809,38,1156.2729232754475
1129.196836561827,39,1158.2556126960421
1129.2373632332526,40,1158.30783938977
1129.4957073184082,41,1158.4170609719217
1123.5667331687782,42,1153.7758815480747
1123.6072486671924,43,1153.8343915496919
1123.6961003252661,44,1153.9266268219997
1123.6460593038494,45,1153.8667330223857
1124.063959123879,46,1154.4137236329102
1117.4168753192494,47,1149.2716350860412
1117.3533208052263,48,1149.2088892023364
1114.6136371113394,49,1147.0114774045112
1102.9521581159754,50,1136.5414593663177
1102.8562335945905,51,1136.4458579182565
1103.5397299888848,52,1137.041687059077
1103.6219467437882,53,1137.1436531179925
1103.6143311340008,54,1137.1273302172826
1101.5380978662392,55,1135.1532968827146
1101.4374873919476,56,1135.052976323294
