error,current_epoch,gen_error
27.196807665226267,1,27.196807665226267
27.26863916149085,2,27.26863916149085
27.62440531642366,3,27.62440531642366
26.046917657592672,4,26.046917657592672
25.848505328871926,5,25.848505328871926
25.714551473602146,6,25.714551473602146
25.173780201016665,7,25.173780201016665
24.87103149391844,8,24.87103149391844
24.36265113445277,9,24.36265113445277
23.40704274552042,10,23.40704274552042
22.75538487990284,11,22.75538487990284
21.80559301166823,12,21.80559301166823
19.780940420530694,13,19.780940420530694
13.968208582088518,14,13.968208582088518
14.016683722028331,15,14.016683722028331
13.969564672908845,16,13.969564672908845
14.020199864756798,17,14.020199864756798
11.615974078494194,18,11.615974078494194
11.296163993797922,19,11.296163993797922
10.9649777266601,20,10.9649777266601
10.011507094295718,21,10.011507094295718
9.657308640893948,22,9.657308640893948
9.536816760475379,23,9.536816760475379
9.421478037635685,24,9.421478037635685
9.433975329358303,25,9.433975329358303
9.517048086245088,26,9.517048086245088
9.040367088892133,27,9.040367088892133
9.016662455704186,28,9.016662455704186
9.443502994908687,29,9.443502994908687
8.315525423810307,30,8.315525423810307
10.328815428539341,31,10.328815428539341
10.230059175774866,32,10.230059175774866
10.125496736249044,33,10.125496736249044
10.106684237576086,34,10.106684237576086
9.881591889304344,35,9.881591889304344
9.823070157313598,36,9.823070157313598
9.557584874160217,37,9.557584874160217
9.111558662475492,38,9.111558662475492
8.393450234313319,39,8.393450234313319
8.446036490674008,40,8.446036490674008
8.45574842879165,41,8.45574842879165
8.183483272080052,42,8.183483272080052
8.174430564950278,43,8.174430564950278
8.776144397088151,44,8.776144397088151
8.181808409635986,45,8.181808409635986
8.199412025704433,46,8.199412025704433
8.196231962800484,47,8.196231962800484
8.215089146432678,48,8.215089146432678
7.9286516936729585,49,7.9286516936729585
7.327052843434629,50,7.327052843434629
5.979624191943547,51,5.979624191943547
5.998259614402259,52,5.998259614402259
5.824034118524109,53,5.824034118524109
5.718867378462682,54,5.718867378462682
5.764449950517168,55,5.764449950517168
7.18019824553844,56,7.18019824553844
7.101859183957417,57,7.101859183957417
10.862997388584676,58,10.862997388584676
10.212246155098342,59,10.212246155098342
10.147496181197228,60,10.147496181197228
10.097645214258373,61,10.097645214258373
9.613149469706551,62,9.613149469706551
7.053834470217991,63,7.053834470217991
6.90515379427817,64,6.90515379427817
4.452899351657796,65,4.452899351657796
4.295575462902397,66,4.295575462902397
4.246419605599409,67,4.246419605599409
4.419709845977819,68,4.419709845977819
3.949945703086463,69,3.949945703086463
4.143250532099909,70,4.143250532099909
3.504537703160216,71,3.504537703160216
3.154291782000363,72,3.154291782000363
3.2941184195679387,73,3.2941184195679387
3.2138098122436793,74,3.2138098122436793
3.5274531719015676,75,3.5274531719015676
3.323986643823623,76,3.323986643823623
4.0890744019411365,77,4.0890744019411365
3.64370995946862,78,3.64370995946862
4.204487259098772,79,4.204487259098772
4.449787480885645,80,4.449787480885645
4.435748376486708,81,4.435748376486708
4.342470377447638,82,4.342470377447638
3.7493431851552796,83,3.7493431851552796
3.753952805720365,84,3.753952805720365
4.273903541943966,85,4.273903541943966
4.362272467670298,86,4.362272467670298
3.684863470985011,87,3.684863470985011
3.8206857064416027,88,3.8206857064416027
4.266357654181937,89,4.266357654181937
4.386876730666886,90,4.386876730666886
4.57045413557743,91,4.57045413557743
7.769939955474164,92,7.769939955474164
7.740302360321396,93,7.740302360321396
7.772502938866149,94,7.772502938866149
7.726292382277947,95,7.726292382277947
7.533256758475547,96,7.533256758475547
7.056628172562695,97,7.056628172562695
6.869702343281225,98,6.869702343281225
6.965069212628193,99,6.965069212628193
6.854418619325499,100,6.854418619325499
6.8866916277108245,101,6.8866916277108245
6.116342710237878,102,6.116342710237878
5.725029619453113,103,5.725029619453113
4.526248771626994,104,4.526248771626994
4.524836940956051,105,4.524836940956051
4.093182655800582,106,4.093182655800582
3.65996496676398,107,3.65996496676398
3.491935322451261,108,3.491935322451261
3.5855662387912477,109,3.5855662387912477
3.513535263605719,110,3.513535263605719
3.6710445692441573,111,3.6710445692441573
3.8853834669627427,112,3.8853834669627427
5.487238863315482,113,5.487238863315482
