w0,w1
0.7080956510908227,0.5291474510691832
0.7015960271202936,0.5375969622308711
1.013767693717652,0.5375969622308711
1.1030206133731069,0.6982522176106896
1.2064953261454763,0.8224218729375328
1.282766560139906,0.8224218729375328
1.2641326578295768,0.6752140446859315
1.4620679087836947,0.2793435427776958
1.669299369711318,0.5280212958908439
1.6987144111040553,0.5133137751944753
1.7799644497369356,0.47268875587803516
1.8471444444184308,0.47268875587803516
2.186188628154021,0.03193131702176838
2.2006623457088006,0.057984008620372375
2.5030937992600433,0.1789565900408695
2.694330500061877,0.40844063100307015
2.702063875695336,0.40844063100307015
2.6960460294307595,0.4204763235322237
2.898411990482098,0.7847350534246329
2.980552107783995,1.4336419801096183
2.9619387580477845,1.2865965171935558
3.052347222732983,1.3950866748157937
3.2412720867590217,1.7351514300626634
3.2838633678086797,1.8118157359520481
3.269881318941143,1.829992399479846
3.2775182661027067,1.829992399479846
3.258063859090243,1.8222106366748605
3.227158737818602,1.578060178628899
3.2309328062045246,1.570512041857054
3.2806348059806525,1.9631578400884635
3.3202075330896186,2.0343887488846026
3.3581003979328092,2.1025959056023455
3.558561073294216,3.6862352409574584
3.5333759983207376,3.640902106005197
3.5649286215084532,3.640902106005197
3.5399877181942316,3.596008480039598
3.7999235390453285,3.699982808380037
3.795014784892459,3.706364188778767
4.081956768496823,3.333339610093094
4.229140119592868,3.5982696420659748
4.383018671084735,3.2905125390822403
4.540289069070098,3.211877340089559
4.729145138707535,3.211877340089559
4.910022039402791,3.211877340089559
4.871145567125443,3.1963267511786198
5.0007604696782195,3.4296335757736185
4.974791295238208,3.463393502545633
4.944417473609532,3.408720623614016
4.932071420268657,3.4247704929571534
4.9029666120363,3.3723818381389115
4.895936547757447,3.359727722436976
5.033168552407714,3.2911117201118425
4.926957317123572,3.2911117201118425
5.09851861219942,3.2911117201118425
5.146659123088837,3.267041464667134
5.274500106581044,3.4204506448577825
5.269181289100382,3.4204506448577825
5.24529195009437,3.377449834646961
5.240617425584768,3.377449834646961
5.287841079865072,3.3538380075068086
5.3070449044600965,3.3154303583167604
5.299472346316646,3.3017997536585497
5.419276639683326,4.248253671255319
5.482590803654197,4.121625343313578
5.457356457904948,4.111531605013878
5.379504245069499,4.111531605013878
5.4670307812310766,4.802991240690345
5.435618080408982,4.790426160361508
5.567330254533714,4.724570073299143
5.785877921570213,4.440458106151693
5.754886387490947,4.384673344809014
6.0077013241296635,4.384673344809014
6.119098458450708,4.161879076166926
6.211810826318697,4.328761338329307
6.345050664807445,4.328761338329307
6.3673828069405936,4.355559908889084
6.3183252663801195,4.355559908889084
6.2874927174074315,4.395642222553579
6.391885976339878,4.186855704688686
6.570648376249863,3.9544645848057054
6.5480194443574575,3.9137325073993767
6.498543155635866,3.89394199191074
6.5522861362767575,3.89394199191074
6.672667200540062,3.89394199191074
6.6257785195654035,3.52352141221094
6.714392625562086,4.223572849584733
6.708086495941258,4.221050397736402
6.910968338664652,4.221050397736402
6.878230645050197,4.162122549230381
6.858717298700435,4.162122549230381
6.8029762220830365,3.721768043952936
6.7922276268346895,3.721768043952936
6.981310500969438,3.721768043952936
6.967275898705777,3.696505759878346
7.089626833334918,3.7454461337300025
7.182958709629872,3.7454461337300025
7.2313251043870315,3.7454461337300025
7.2199781433924395,3.6558051418727278
7.333501318692498,3.7012144119927513
7.298649058334727,3.7012144119927513
7.264597218835356,3.639921100893883
7.298223691271217,3.6802728678169165
7.338425588142586,3.6802728678169165
7.357940584442207,3.6705153696671062
7.39090565427809,3.710073453470167
7.453975711420223,3.8235995563260055
7.457432051599005,3.8249820923975184
7.440525569101443,3.7945504239019074
7.489232906050254,3.7945504239019074
7.446907205484171,3.4601773894298593
7.451147267047928,3.461873414055362
7.57269155528216,3.303865839350861
7.576460767953086,3.3053735244192315
7.594849012541307,3.296179402125121
7.528418808920797,3.2696073206769176
7.457306516580408,3.362053300719424
7.496557236753775,3.3110273644940467
7.533232540548327,3.2633494695611294
7.568136137522264,3.305233785929854
7.602502219102802,3.3464730838265
7.636339063027,3.387077296535538
7.655885124236619,3.3773042659307286
