w0,w1
0.842704801647205,0.7190983994509319
0.8427048016472048,0.7190983994509317
0.7865244815373912,0.662918079341118
0.7078720333836521,0.662918079341118
0.6707930221111751,0.625839068068641
0.7533780926726013,0.9561793503143454
0.695568543279603,0.7249411527423524
0.6810234584031722,0.6958509829894908
0.612921112562855,0.6958509829894908
0.6124588047086713,0.6949263672811234
0.5512129242378042,0.6949263672811234
0.5265989950859115,0.6703124381292307
0.5728453641385511,0.8090515452871496
0.515560827724696,0.8090515452871496
0.46400474495222643,0.8090515452871496
0.41760427045700377,0.8090515452871496
0.39493868888258843,0.7863859637127343
0.4195290308805093,0.8601569897064969
0.405544729851159,0.8321883876477963
0.39855257933648386,0.818204086618446
0.3950565040791463,0.8112119361037708
0.39330846645047746,0.8077158608464332
0.37320603372078637,0.7876134281167422
0.3571240875370335,0.7715314819329894
0.3899522342034334,0.870015921932189
0.37695382639665226,0.8440191063186268
0.3548565331251244,0.8219218130470989
0.3549865172031922,0.8221817812032345
0.37283333112190264,0.8757222229593659
0.38526110882596604,0.9254333337756194
0.3467349979433694,0.9254333337756194
0.3120614981490325,0.9254333337756194
0.2957686815790054,0.8928477006355652
0.2876222732939918,0.876554884065538
0.2588600459645926,0.876554884065538
0.270007576148472,0.9099974746171761
0.2520070710719072,0.8919969695406113
0.27000757614847193,0.9639989898468703
0.2574072225948766,0.913597575632489
0.25758722764564224,0.914137590784786
0.2575872276456422,0.9141375907847858
0.24041474580259936,0.8969651089417431
0.23698024943399082,0.890096116204526
0.23526300124968655,0.8866616198359174
0.22307053914112615,0.874469157727357
0.21331656945427782,0.8647151880405087
0.20551339370479915,0.8569120122910301
0.21357965187611322,0.8730445286336582
0.20491723382513607,0.8643821105826811
0.21154908832608624,0.8776458195845814
0.20262959753501947,0.8687263287935146
0.19549400490216606,0.8615907361606612
0.17594460441194945,0.8615907361606612
0.1721910703546884,0.8578372021034001
0.2118370824778595,1.0164212505960846
0.18736912411085663,0.9674853338620788
0.1751351449273552,0.9430173754950759
0.1576216304346197,0.9430173754950759
0.14755772984165014,0.9329534749021063
0.1395066093672745,0.9249023544277307
0.15559500665945478,0.9892559435964519
0.14433312855492852,0.9442084311783469
0.14105812946376634,0.9376584329960225
0.14565478661858294,0.9514484044604723
0.13108930795672466,0.9514484044604723
0.13740101537686325,0.9766952341410267
0.13065234359686892,0.9564492188010437
0.12629726547697329,0.9477390625612524
0.11366753892927596,0.9477390625612524
0.10230078503634836,0.9477390625612524
0.11297508150821256,0.9904362484487091
0.10263394851252039,0.980095115453017
0.09635153057066496,0.9675302795693062
0.09645729364280664,0.9678475687857312
0.09324205052137972,0.9614170825428774
0.09549272070637856,0.9681690930978739
0.0859434486357407,0.9681690930978739
0.08053219446237925,0.9627578389245125
0.07620319112369008,0.9584288355858234
0.06858287201132107,0.9584288355858234
0.07419593413444195,0.975268021955186
0.07172273632996054,0.9703216263462232
0.06751830006234216,0.9661171900786049
0.06076647005610795,0.9661171900786049
0.06146638503477619,0.9675170200359413
0.061816342524110314,0.9682169350146096
0.06199132126877737,0.9685668925039437
0.058935499891505275,0.9655110711266716
0.053041949902354744,0.9655110711266716
0.05118664779945211,0.9636557690237689
0.06060567540999932,1.0013318794659578
0.05401235608261622,0.9749586021564254
0.058627679611784465,0.9934198962730983
0.05473894276867649,0.9817536857437744
0.051089679917431394,0.9781044228925293
0.05473894276867653,0.9927014742975099
0.04926504849180888,0.9927014742975099
0.04725795392362408,0.9846730960247707
0.045597539326307515,0.9813522668301375
0.04476733202764926,0.9796918522328211
0.042321413601602235,0.977245933806774
0.03808927224144201,0.977245933806774
0.038831158255942994,0.978729705835776
0.04132913067961588,0.9862236231067947
