w0,w1,w2
-0.40044487483935165,-0.6899067286647687,0.3882719977274254
-0.41044487483935166,-0.6799067286647686,0.37827199772742537
-0.40044487483935165,-0.6699067286647686,0.3882719977274254
-0.39044487483935164,-0.6599067286647686,0.3982719977274254
-0.40044487483935165,-0.6499067286647686,0.3882719977274254
-0.41044487483935166,-0.6399067286647686,0.37827199772742537
-0.42044487483935167,-0.6299067286647686,0.36827199772742536
-0.4304448748393517,-0.6199067286647686,0.35827199772742535
-0.42044487483935167,-0.6099067286647686,0.36827199772742536
-0.4304448748393517,-0.5999067286647686,0.35827199772742535
-0.42044487483935167,-0.5899067286647686,0.36827199772742536
-0.41044487483935166,-0.5799067286647686,0.37827199772742537
-0.40044487483935165,-0.5699067286647685,0.3882719977274254
-0.41044487483935166,-0.5599067286647685,0.37827199772742537
-0.40044487483935165,-0.5499067286647685,0.3882719977274254
-0.39044487483935164,-0.5399067286647685,0.3982719977274254
-0.38044487483935163,-0.5299067286647685,0.4082719977274254
-0.3704448748393516,-0.5199067286647685,0.4182719977274254
-0.3604448748393516,-0.5099067286647685,0.4282719977274254
-0.3704448748393516,-0.4999067286647685,0.4182719977274254
-0.38044487483935163,-0.4899067286647685,0.4082719977274254
-0.39044487483935164,-0.47990672866476847,0.3982719977274254
-0.38044487483935163,-0.46990672866476846,0.4082719977274254
-0.39044487483935164,-0.45990672866476845,0.3982719977274254
-0.38044487483935163,-0.44990672866476844,0.4082719977274254
-0.39044487483935164,-0.43990672866476843,0.3982719977274254
-0.40044487483935165,-0.4299067286647684,0.3882719977274254
-0.39044487483935164,-0.4199067286647684,0.3982719977274254
-0.40044487483935165,-0.4099067286647684,0.3882719977274254
-0.39044487483935164,-0.3999067286647684,0.3982719977274254
-0.38044487483935163,-0.3899067286647684,0.4082719977274254
-0.39044487483935164,-0.3799067286647684,0.3982719977274254
-0.40044487483935165,-0.36990672866476837,0.3882719977274254
-0.41044487483935166,-0.35990672866476836,0.37827199772742537
-0.42044487483935167,-0.34990672866476835,0.36827199772742536
-0.41044487483935166,-0.33990672866476834,0.37827199772742537
-0.42044487483935167,-0.32990672866476833,0.36827199772742536
-0.41044487483935166,-0.3199067286647683,0.37827199772742537
-0.42044487483935167,-0.3099067286647683,0.36827199772742536
-0.4304448748393517,-0.2999067286647683,0.35827199772742535
-0.42044487483935167,-0.2899067286647683,0.36827199772742536
-0.41044487483935166,-0.2799067286647683,0.37827199772742537
-0.40044487483935165,-0.2699067286647683,0.3882719977274254
-0.39044487483935164,-0.25990672866476827,0.3982719977274254
-0.38044487483935163,-0.24990672866476826,0.4082719977274254
-0.39044487483935164,-0.23990672866476825,0.3982719977274254
-0.40044487483935165,-0.22990672866476825,0.3882719977274254
-0.39044487483935164,-0.21990672866476824,0.3982719977274254
-0.40044487483935165,-0.20990672866476823,0.3882719977274254
-0.41044487483935166,-0.19990672866476822,0.37827199772742537
-0.42044487483935167,-0.1899067286647682,0.36827199772742536
-0.4304448748393517,-0.1799067286647682,0.35827199772742535
-0.42044487483935167,-0.1699067286647682,0.36827199772742536
-0.4304448748393517,-0.15990672866476818,0.35827199772742535
-0.4404448748393517,-0.14990672866476817,0.34827199772742534
-0.4304448748393517,-0.13990672866476817,0.35827199772742535
-0.42044487483935167,-0.12990672866476816,0.36827199772742536
-0.4304448748393517,-0.11990672866476816,0.35827199772742535
-0.42044487483935167,-0.10990672866476817,0.36827199772742536
-0.4304448748393517,-0.09990672866476817,0.35827199772742535
-0.4404448748393517,-0.08990672866476818,0.34827199772742534
-0.4304448748393517,-0.07990672866476818,0.35827199772742535
-0.42044487483935167,-0.06990672866476819,0.36827199772742536
-0.41044487483935166,-0.059906728664768184,0.37827199772742537
-0.42044487483935167,-0.04990672866476818,0.36827199772742536
-0.41044487483935166,-0.03990672866476818,0.37827199772742537
-0.40044487483935165,-0.02990672866476818,0.3882719977274254
-0.41044487483935166,-0.019906728664768177,0.37827199772742537
-0.40044487483935165,-0.009906728664768176,0.3882719977274254
-0.39044487483935164,9.327133523182388e-05,0.3982719977274254
-0.40044487483935165,0.010093271335231824,0.3882719977274254
-0.39044487483935164,0.020093271335231824,0.3982719977274254
