w0,w1,w2
0.8,0.8,0.8
0.78,0.8200000000000001,0.8200000000000001
0.602,0.642,0.9980000000000001
0.4778,0.5178,0.8738000000000001
0.39086,0.43086,0.7868600000000001
0.287374,0.32737400000000005,0.8903460000000001
0.2804086,0.33433940000000006,0.8973114000000001
0.20866494000000002,0.2625957400000001,0.9690550600000001
0.15844437800000002,0.21237517800000008,1.019275622
0.1194348602,0.17336566020000005,0.9802661042
0.12285455062000002,0.16994596978000004,0.97684641378
0.09588985720200001,0.14298127636200003,0.949881720362
0.0770145718094,0.12410599096940002,0.9310064349694
0.06380187203457999,0.11089329119458001,0.9177937351945801
-0.12326835956887802,0.297963522798038,0.730723503591122
-0.16766552553268183,0.25356635683423423,0.7751206695549259
-0.19874354170734448,0.22248834065957157,0.8061986857295885
-0.3372402220436117,0.36098502099583885,0.6677020053933213
-0.3728445013995023,0.32538074163994823,0.7033062847492119
-0.3326913486206361,0.285227588861082,0.6631531319703456
-0.36162965944764613,0.256289278034072,0.6920914427973557
-0.33062862141973876,0.2252882400061646,0.6610904047694484
-0.3539855428014365,0.20193131862446684,0.6844473261511461
-0.30722485299885416,0.2486920084270492,0.7312080159537284
-0.2744923701370465,0.2814244912888568,0.763940498815536
-0.25157963213378115,0.3043372292921222,0.7868532368188014
-0.2781700681677351,0.27774679325816826,0.8134436728527553
-0.2967833733915029,0.25913348803440045,0.8320569780765231
-0.2579859894412603,0.22033610408415782,0.7932595941262804
-0.3894797395013465,0.35182985414424406,0.6617658440661942
-0.349172195730168,0.31152231037306555,0.6214583002950157
-0.3832613771649562,0.2774331289382774,0.6555474817298039
-0.3382333005152687,0.32246120558796487,0.7005755583794914
-0.3665985351845892,0.29409597091864437,0.7289407930488119
-0.473423163879147,0.4009205996132022,0.6221161643542541
-0.5482004039653375,0.4756978396993927,0.5473389242680636
-0.6005444720256709,0.528041907759726,0.49499485620773026
-0.6371853196679041,0.5646827554019593,0.4583540085654969
-0.5711631113043681,0.49866054703842333,0.3923318002019609
-0.5031460348979697,0.5666776234448218,0.4603488766083593
-0.4501287814028546,0.5136603699497067,0.4073316231132442
-0.41301670395627404,0.4765482925031261,0.37021954566666365
-0.46108215887700044,0.5246137474238525,0.32215409074593726
-0.4302971591723214,0.49382874771917346,0.29136909104125824
-0.36578722713113243,0.5583386797603624,0.35587902308244723
-0.4089625387502277,0.6015139913794577,0.31270371146335196
-0.4969473128668155,0.5135292172628699,0.40068848557993975
-0.4386743518644149,0.5718021782652705,0.45896144658234034
-0.5060909898462664,0.504385540283419,0.5263780845641919
-0.4585582533464009,0.5519182767832845,0.5739108210640574
-0.514901682439838,0.6082617058767217,0.5175673919706203
-0.5543420828052441,0.6477021062421278,0.4781269916052142
-0.615865385988411,0.5861788030589609,0.5396502947883811
-0.5668617571743041,0.6351824318730678,0.588653923602488
-0.6055227306298157,0.6738434053285793,0.5499929501469765
-0.6573555030849944,0.6220106328734006,0.6018257226021552
-0.6896014617493704,0.6542565915377767,0.5695797639377791
-0.643024951121989,0.7008331021651582,0.6161562745651605
-0.5470235183367582,0.6048316693799274,0.5201548417799298
-0.5838534837430827,0.6416616347862518,0.4833248763736053
-0.5129694842527887,0.5707776352959578,0.4124408768833113
-0.4633506846095829,0.521158835652752,0.36282207724010557
-0.42861752485933885,0.48642567590250796,0.3280889174898615
-0.3672072317126419,0.547835969049205,0.38949921063655846
-0.3242200265099541,0.5908231742518928,0.4324864158392463
-0.375964348017694,0.6425674957596328,0.38074209433150635
-0.34069887222503853,0.6778329715522883,0.41600757012416184
-0.4328115251453473,0.5857203186319795,0.5081202230444706
-0.3989144267984576,0.6196174169788692,0.5420173213913603
-0.451262974559861,0.6719659647402725,0.4896687736299569
-0.4223001509408978,0.7009287883592357,0.51863159724892
-0.40202617440762356,0.7212027648925099,0.5389055737821943
-0.4435938378558297,0.762770428340716,0.49733791033398816
-0.4252452879377171,0.7811189782588285,0.5156864602521007
-0.5092640109446182,0.6971002552519274,0.5997051832590018
-0.4286570659990634,0.6164933103063727,0.519098238313447
-0.49553086659844964,0.5496195097069865,0.5859720389128332
-0.45953693480058666,0.5856134415048495,0.6219659707106963
-0.4343411825420826,0.6108091937633536,0.6471617229692004
-0.4872718113672897,0.5578785649381466,0.7000923517944074
-0.5527660089161868,0.6233727624870438,0.6345981542455104
-0.5963668688487215,0.579771902554509,0.6781990141780451
-0.5109330902905939,0.4943381239963815,0.5927652356199175
-0.5696824924238881,0.5530875261296757,0.5340158334866232
-0.6146214124458046,0.5081486061077592,0.5789547535085396
-0.5618696071628541,0.5609004113907098,0.6317065587914902
-0.5249433434647887,0.5978266750887752,0.6686328224895556
-0.49909495887614286,0.623675059677421,0.6944812070782014
-0.4173698363129663,0.5419499371142444,0.6127560845150248
-0.4685522379415916,0.49076753548561913,0.6639384861436501
-0.5043799190816294,0.4549398543455814,0.6997661672836879
-0.43847132501053954,0.38903126027449153,0.6338575732125981
-0.5191068238032962,0.46966675906724825,0.5532220744198414
-0.5588406098877072,0.42993297298283717,0.5929558605042524
-0.5052454322476455,0.48352815062289894,0.6465510381443141
-0.4417129701461597,0.4199956885214131,0.5830185760428283
-0.39724024667511953,0.37552296505037297,0.5385458525717881
-0.3661093402453915,0.3443920586206449,0.5074149461420601
-0.3443177057445818,0.32260042411983525,0.4856233116412504
-0.39358364641798216,0.27333448344643496,0.5348892523146507
-0.42806980488936236,0.23884832497505476,0.5693754107860309
-0.4522101158193285,0.2147080140450886,0.5935157217159971
-0.46910833347030484,0.1978097963941123,0.6104139393669734
-0.4030198736993829,0.2638982561650342,0.6765023991378953
-0.4214574720321585,0.24546065783225862,0.6949399974706709
-0.3733517903592356,0.2935663395051815,0.7430456791435938
-0.33967781318818957,0.32724031667622755,0.7767196563146398
-0.31610602916845737,0.35081210069595975,0.800291440334372
